-3.123254221126901,-41.765634563765495
-3.123244221126898,-41.76562456376549
-3.123244221126898,-41.76557839218332
-3.1232382648399764,-41.76557422544528
-3.123333530148043,-41.76544949300412
-3.123395259892928,-41.76544117242885
-3.1234090112122814,-41.76532971080248
-3.1234185464287783,-41.76529408541343
-3.1234063078275764,-41.76521486392681
-3.1233919882934638,-41.765185231225864
-3.1234458266198293,-41.765133199919894
-3.123471839960521,-41.76509418368506
-3.123565404145762,-41.7650413870383
-3.1236164348558355,-41.76505418189009
-3.1236499840123972,-41.76504108093844
-3.123649984043416,-41.764969567455324
-3.1236733346279184,-41.7649568419018
-3.123711588103658,-41.76495953500751
-3.1237150404159104,-41.7649578693372
-3.1237545468571213,-41.76495875134224
-3.123755314212319,-41.764958307326324
