-41.765538784742645, -3.122179977958786
-41.765538784742645, -3.122659361798804
-41.76535571829743, -3.122659361798804
-41.76535571829743, -3.1231387456388213
-41.765538784742645, -3.12337843755883
-41.76590491763308, -3.12337843755883
-41.76590491763308, -3.1240975133188567
-41.76444038607134, -3.1240975133188567
-41.763708120290474, -3.1240975133188567
-41.763708120290474, -3.1237379754388432
-41.762975854509605, -3.1237379754388432
-41.762975854509605, -3.12337843755883
-41.763708120290474, -3.12337843755883
-41.763708120290474, -3.1227792077588084
-41.763708120290474, -3.122179977958786
-41.76444038607134, -3.122179977958786
